id;ime;link;tip_aplikacije;cena;znižanje;datum_izdaje;izdajatelj;založnik;ocene;žanri;št_dosežkov;opis
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
1960330;Alchemia: Creatio Ex Nihilo;https://store.steampowered.com/app/1960330/Alchemia_Creatio_Ex_Nihilo;Game;19,50€;No discount;28 Jul, 2022;Space Paca Games;Marvellous Soft;('Positive', '18', '88%');('Adventure', 'Indie', 'Strategy', 'Early Access');1;Alchemia is a turn-based strategy roguelike with a hint of puzzle. You'll collect alchemical reagents, building your own personalized combat satchel, and combine them into magical recipes, unique to each run, to battle against outlandish foes.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
1360940;Hellfire Tactics;https://store.steampowered.com/app/1360940/Hellfire_Tactics;Game;Free;No discount;10 Nov, 2022;JWaffle Games;JWaffle Games;('Very Positive', '160', '88%');('Free To Play', 'Strategy', 'Early Access');No achievements;Hellfire Tactics is a competitive multiplayer autobattler strategy game. Experience intense 8 player matches while drafting from over 90 different units all with their own unique effects on the game.
1822580;Quiver Quarrel;https://store.steampowered.com/app/1822580/Quiver_Quarrel;Game;Free;No discount;Coming soon;Cheeky Lions;Cheeky Lions;No reviews;('Action', 'Adventure', 'Indie');No achievements;Guide five knights across increasingly treacherous terrain and through hordes of deadly monsters to save the royal children from marauding aliens, collecting as much precious goldfish as you can along the way.
2027810;DracoFighter;https://store.steampowered.com/app/2027810/DracoFighter;Game;4,99€;No discount;7 Jul, 2022;Vecderg;Vecderg;('Positive', '18', '100%');('Action', 'Indie');No achievements;DracoFighter is a solo-developed 2D fighting game with a focus on accessibility and local multiplayer, with movesets that are easy to learn but harder to master. Explore the stories of these hand-animated characters in a futuristic world led by dragons!
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2052660;Gorgon's quest;https://store.steampowered.com/app/2052660/Gorgons_quest;Game;Free;No discount;2024;Swansong games;Swansong games;No reviews;('Action', 'Adventure');No achievements;Gorgon's quest is a single screen action/platformer. Play alone or with a friend (local co-op) as the mythical gorgon sisters use your petrifying gaze to turn your enemies into stone. Explore ancient Greece, find power ups and defeat great bosses.
1993830;ROTA;https://store.steampowered.com/app/1993830/ROTA;Game;Free;No discount;26 May, 2022;Harmony Honey;Harmony Honey;('Positive', '19', '89%');('Casual', 'Indie', 'Free To Play');14;In ROTA gravity bends beneath your feet! Move blocks and twist gravity to solve puzzles. Collect all 50 gems and explore 8 vibrant worlds!
2072520;Gravity Flux;https://store.steampowered.com/app/2072520/Gravity_Flux;Game;1,59€;No discount;29 Sep, 2022;Motley Pixels;Motley Pixels;No reviews;('Action', 'Casual', 'Indie');26;A 2D local multiplayer shooter featuring robots, where the gravity randomly changes. Up to 8 players.
2076890;Rapid Retort;https://store.steampowered.com/app/2076890/Rapid_Retort;Game;3,99€;No discount;28 Sep, 2022;Grumbling Gator;Grumbling Gator;No reviews;('Action', 'Indie', 'Racing');10;Test your speed, aim, and awareness in Rapid Retort as you tackle a series of progressively more complex shooting trials.
1625760;Dave Dave Dave;https://store.steampowered.com/app/1625760/Dave_Dave_Dave;Game;Free;No discount;15 Jan, 2022;axilirate;axilirate;('Positive', '21', '85%');('Action', 'Adventure', 'Indie');8;Dave Dave Dave, is a retro style hardcore platforming game set in an unknown world for you to explore with a single goal, reaching freedom.
1454130;Ezra's Legacy;https://store.steampowered.com/app/1454130/Ezras_Legacy;Game;Free;No discount;Coming soon;gnumaru;gnumaru;No reviews;('Early Access',);No achievements;Ezra's Legacy is an action packed 2d platformer game inspired in classics from the 80s, with 8-bit aesthetics, great soundtrack and awesome gameplay. If you want something new and exciting, but at the same time pay homage to the classics, then Ezra's Legacy is for you!
1963670;Cardbob;https://store.steampowered.com/app/1963670/Cardbob;Game;9,75€;No discount;31 Aug, 2023;Mad Cookies Studio;Mad Cookies Studio;('Positive', '24', '100%');('Action', 'Adventure', 'Indie', 'RPG');29;Explore the sci-fi dungeons, collect loot, and negotiate the highest prices in this action roguelite, set in a 3D cardboard world. Grow stronger with each attempt. Be the unlikely hero.
1961250;Extinction Eclipse;https://store.steampowered.com/app/1961250/Extinction_Eclipse;Game;9,75€;No discount;17 Nov, 2022;TuanisApps;TuanisApps;('Positive', '25', '80%');('Action', 'Indie', 'Strategy');31;You are in command of the human fleet, searching for asteroids to mine, extract resources and build bases and more ships to defeat aliens invaders. This simple and short action RTS has a full and exciting campaign, and a skirmish mode that allows you to play a different mission on every match.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2091880;Klaystar;https://store.steampowered.com/app/2091880/Klaystar;Game;Free;No discount;16 Sep, 2022;David Zeng;David Zeng;No reviews;('Adventure', 'Free To Play', 'Indie');No achievements;Klaystar is a 2D precision platformer, where the player controls Klay, a talented boy with the ability to turn into a bouncy ball, along with his friend Malo. Experience the mysteriously wonderful world of the Pillar, as you follow two boys seeking to join the honorable Vanguard.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2077210;RC SIM 2022;https://store.steampowered.com/app/2077210/RC_SIM_2022;Game;Free;No discount;25 Jul, 2022;MobileMojo;MobileMojo;No reviews;('Action', 'Casual', 'Racing', 'Simulation', 'Early Access');1;Play around in this semi-open world environment with different vehicles and maps!
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2099150;Dark Maidens;https://store.steampowered.com/app/2099150/Dark_Maidens;Game;Free;No discount;2 Nov, 2022;ARCHWITCH GAMES LLC;ARCHWTICH GAMES LLC;('Positive', '24', '83%');('Action', 'Adventure', 'Indie');13;Dark Maidens is a side scrolling action game where you fight through hordes of enemies to test your metal against the strongest of foes. It has an advanced combat system in which you can light attack, heavy attack, block, fake out, and dodge. Don't expect an easy win as the enemies fight back!
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
1578720;Scrabdackle;https://store.steampowered.com/app/1578720/Scrabdackle;Game;Free;No discount;Coming soon;jakefriend;Fellow Traveller;No reviews;('Action', 'Adventure', 'Indie');No achievements;As a novice wizard, discover the intricate world of Scrabdackle and experience the impact wizardkind has unknowingly had upon it. Scrabdackle is a hand-drawn, non-linear adventure with a vast, intricate overworld, tight and responsive combat, cheeky banter, and pages of lore to discover.
2059600;Vain Ascendance;https://store.steampowered.com/app/2059600/Vain_Ascendance;Game;3,99€;No discount;5 Aug, 2022;Will-o-Works;Will-o-Works;No reviews;('Action', 'Indie');11;Vain Ascendance is a fast-paced roguelite platformer where you ascend an ever-changing office tower. Use Valerie's dash attack to steal blood from enemies and take it home to make blood cocktails that upgrade your abilities, or drink it to heal in a pinch!
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2115890;They Came From Dimension X;https://store.steampowered.com/app/2115890/They_Came_From_Dimension_X;Game;Free;No discount;To be announced;Blue Key Games;Blue Key Games;No reviews;('Action', 'Adventure', 'Indie');No achievements;A sci-fi horror first person shooter where gravity is only as consistent as the ground your boots are stepping upon. Navigate labyrinthine research stations, strange alien planets and escheresque eldritch tombs while surviving your maddened colleagues, monstrous entities, and worse.
2074000;One Eleven;https://store.steampowered.com/app/2074000/One_Eleven;Game;9,75€;No discount;2 Nov, 2023;Kitten Purradise Studios;Kitten Purradise Studios;('Mostly Positive', '54', '79%');('Adventure', 'Casual', 'Indie');55;One eleven is a dark detective story about twelve lonely people who, by chance, find themselves in the same house with a mad maniac. Who will be the victim and who will be the killer? Be attentive and courageous, and solve the riddles of One Eleven.
2114790;AIdventure;https://store.steampowered.com/app/2114790/AIdventure;Game;12,--€;No discount;12 Sep, 2022;Lyaaaaa Games;Lyaaaaa Games;('Mixed', '34', '55%');('Adventure', 'Casual', 'Indie', 'RPG', 'Early Access');No achievements;No rules, no censorship, the only limit is your imagination, not someone else's. AIdventure is a text adventure game with an AI as a storyteller. It is shipped with more than 25 starting scenarios. Unleash your creativity by writing and sharing your own stories with other players.
2126400;Super Kill-BOI 9000;https://store.steampowered.com/app/2126400/Super_KillBOI_9000;Game;1,99€;No discount;27 Apr, 2023;PlayWithFurcifer;PlayWithFurcifer;('Positive', '47', '93%');('Action',);40;A bullet heaven where you cooperate with Kill-BOI 9000 (your friend and toaster). Forge a beautiful bond and bring destruction - together. Give him saws! Give him drones! Then give all the drones saws! AND THEN SET THE SAWS ON FIRE.
1612950;Comic Company Manager;https://store.steampowered.com/app/1612950/Comic_Company_Manager;Game;6,89€;No discount;21 Feb, 2023;Substandard Shrimp;Substandard Shrimp;('Positive', '11', '81%');('Casual', 'Indie', 'Simulation', 'Strategy');41;Comic Company Manager is a comic book themed management game. Create your own comic publishing company and design your own ideas from combining 100+ concepts. Hire and manage artists to create comics for you and expand your company. Grow to dominate the industry
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2069260;Somnipathy;https://store.steampowered.com/app/2069260/Somnipathy;Game;16,49€;No discount;12 Sep, 2023;Tearcell Game Studio;Tearcell Game Studio;('Positive', '15', '93%');('Adventure', 'Indie');40;Somnipathy is a story focused point-and-click horror adventure. Help Aggy overcome nightmares, earn upgrades during the day, and survive another night in dungeons themed after sleep disorders like Sleep Paralysis, Restless Leg syndrome, and more.
1963610;Road to Vostok;https://store.steampowered.com/app/1963610/Road_to_Vostok;Game;Free;No discount;Coming soon;Road to Vostok;Road to Vostok;No reviews;('Action', 'Early Access');No achievements;Road to Vostok is a hardcore single-player survival game set in a post-apocalyptic border zone between Finland and Russia. Survive, loot, plan and prepare your way across the Border Zone and enter the Vostok.
2127920;Super Greedy Cat;https://store.steampowered.com/app/2127920/Super_Greedy_Cat;Game;3,99€;No discount;28 Mar, 2023;DjokaGames;DjokaGames;('Positive', '27', '100%');('Adventure', 'Casual', 'Indie');18;Help King-Meow to collect gold to increase your cat speed and make the higher score in this precision platformer.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2156380;End of world: Survivors;https://store.steampowered.com/app/2156380/End_of_world_Survivors;Game;Free;No discount;27 Feb, 2023;End of world games;End of world games;No reviews;('Action',);10;Exploration, driving combat, item collection, and a world filled with zombies.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2083650;SobokoSnake;https://store.steampowered.com/app/2083650/SobokoSnake;Game;Free;No discount;To be announced;SoboDev;SoboDev;No reviews;('Indie', 'Strategy');No achievements;Combining the powers of two classics, Sokoban and Snake, this game presents you with a series of increasingly difficult puzzles. Push boxes, fill pits and open doors to clear the levels by eating all the food while trying not to get yourself stuck.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2164740;Surfwords;https://store.steampowered.com/app/2164740/Surfwords;Game;3,29€;No discount;24 Oct, 2022;David Turner;David Turner;No reviews;('Action', 'Casual');No achievements;Surfwords is a fast-paced word building game. Letters drop from the top of the screen in two columns. You have to choose which column to take at each row, in order to build up a series of words. Bet you can't last 30 seconds!
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2183340;Keystone Library;https://store.steampowered.com/app/2183340/Keystone_Library;Game;4,99€;No discount;12 Dec, 2022;BSCHU;BSCHU;No reviews;('Adventure', 'Casual', 'Indie', 'RPG', 'Early Access');No achievements;Music, art and storytelling clash together in this keyboard driven PC game. RPG quests and battles. Shop, inventory, upgrades. Communicate with story characters using the keyword interface. Solve puzzles. Grind the keys. Enjoy the story. New content and frequent updates.
2186970;The expedition squad;https://store.steampowered.com/app/2186970/The_expedition_squad;Game;8,79€;No discount;28 Jun, 2024;katana::code;katana::code;No reviews;('Action', 'Adventure', 'Indie', 'Racing', 'RPG');No achievements;Be part of the second expedition team sent to shed light on the mysteries of the archipelago. Make your way through hordes of zombies, hostile factions and hostile creatures in a game environment where recklessness and poor planning could put you in serious trouble.
2194910;ROCPAIN: Rock Paper Scissors;https://store.steampowered.com/app/2194910/ROCPAIN_Rock_Paper_Scissors;Game;2,99€;No discount;16 Nov, 2022;Felipe Mattar;RocpainGames;No reviews;('Action', 'Casual', 'Indie');24;A paper airplane fights against Rock, Paper and Scissors. The ROCPAIN gameplay is inspired on the rock-paper-scissors hand game, and like the original hand game, each enemy only its destroyed with the right shot. A new way to play shooting games that will challenge your skills.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2195900;Muffins on Stream;https://store.steampowered.com/app/2195900/Muffins_on_Stream;Game;4,99€;No discount;8 Mar, 2023;BatteryCake;BatteryCake ;No reviews;('Casual',);22;"Muffins on Stream" is an engagement game based on a video game. As a streamer, you will use assets from "Muffin Tour Legacy" to create an interactive experience for your viewers, allowing them to join in on the fun and compete against each other in real time.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2286450;Striving for Light: Survival;https://store.steampowered.com/app/2286450/Striving_for_Light_Survival;Game;4,99€;No discount;2 Dec, 2023;Igniting Spark Games;Igniting Spark Games;('Mostly Positive', '103', '79%');('Action', 'Casual', 'Indie', 'RPG');96;Striving for Light: Survival brings the exploration of infinite expanding skill trees to the arena survival roguelite genre. Unlock new characters, weapons, skills and maps, slay hordes of monsters and take on massive boss fights.
2148170;Murtop;https://store.steampowered.com/app/2148170/Murtop;Game;4,99€;No discount;18 May, 2023;hiulit;Flynn's Arcade;('Positive', '41', '100%');('Action', 'Indie');17;Murtop is a fast-paced arcade game packed with action, as if it was taken out directly from the 80's. Do you have enough coins to beat it?
1924650;Seekers;https://store.steampowered.com/app/1924650/Seekers;Game;Free;No discount;Q4 2025;XBonobo;XBonobo;No reviews;('Indie', 'RPG');No achievements;Seekers is a cooperative electronic board game in which a group of adventurers roam the world so they can decipher the hidden secrets of the universe. It can be enjoyed in groups of 2 to 4 players or in solo mode.
2276930;Chillquarium;https://store.steampowered.com/app/2276930/Chillquarium;Game;5,89€;No discount;6 Sep, 2023;Ben Reber;Ben Reber;('Very Positive', '4,938', '92%');('Casual', 'Simulation');18;Chillquarium is a cozy and relaxing idle game. Buy fish and raise them in real time, then sell them to turn a profit! Customize your aquarium as you progress from a simple starter tank to your dream setup by filling your collection with rare exotic fish and ultra-rare color variants!
1574820;Until Then;https://store.steampowered.com/app/1574820/Until_Then;Game;19,50€;No discount;25 Jun, 2024;Polychroma Games;Maximum Entertainment;('Overwhelmingly Positive', '1,859', '98%');('Adventure', 'Casual', 'Indie');29;A fateful meeting sets off a chain reaction, upending Mark's life. People disappear and memories prove unreliable. Uncover a hidden truth with Mark and his friends in this narrative adventure and race to unravel the mystery before it's too late.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;None
2300950;Undergrown;https://store.steampowered.com/app/2300950/Undergrown;Game;Free;No discount;To be announced;flxp;flxp;No reviews;('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation');No achievements;Explore a 2.5D topdown cave world and craft powerful tools to conquer dangerous biomes, fight giant bosses and save a magical tree from enemy conquership. Experience the thrill of building, fishing, traveling via minecart and farming in this cool survival game.
2295280;Love Exalt 8372;https://store.steampowered.com/app/2295280/Love_Exalt_8372;Game;9,75€;No discount;17 May, 2023;Team Veki;Team Veki;('Positive', '23', '100%');('Adventure', 'Indie', 'Early Access');24;A visual novel about a death game which erupts aboard a train. Read the minds of the cast through minigames, choose which perspectives you want to see, and uncover the mysterious lore behind twelve unique characters.
2145320;Super Mando;https://store.steampowered.com/app/2145320/Super_Mando;Game;1,99€;No discount;26 Jan, 2023;Andres Santander;Andres Santander;No reviews;('Indie',);20;Platform game in pixel art 2D where you can run, jump, dodge obstacles and crush enemies, a challenging retro adventure
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2307610;R-Lyke: Reverse;https://store.steampowered.com/app/2307610/RLyke_Reverse;Game;1,99€;No discount;26 Feb, 2023;Harlequynne Games;Harlequynne Games;No reviews;('Action', 'Casual', 'Indie', 'Early Access');4;Side-scrolling, retro 2D shoot'em'up with rogue-lite elements. Survivors-style game.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2311020;Dragon Dodge Valley;https://store.steampowered.com/app/2311020/Dragon_Dodge_Valley;Game;3,99€;No discount;3 Aug, 2023;Anorak On A Girl;Anorak On A Girl;No reviews;('Action', 'Indie');11;An intense, bullet hell, arcade style game with old school mechanics and art. Fast action, dodging fireballs and waves of enemies while aiming accurately. Can you survive dragon dodge valley?
2255430;Colorful Dotlines;https://store.steampowered.com/app/2255430/Colorful_Dotlines;Game;Free;No discount;Coming soon;Mindful Capybara;Mindful Capybara;No reviews;('Casual',);No achievements;Colorful Dotlines is an abstract puzzle game about colors. Never repeat a color in the same line when completing the missing dots. Suitable for color blindness. Wishlist now!
2262880;Heli-Cats;https://store.steampowered.com/app/2262880/HeliCats;Game;14,79€;No discount;13 Nov, 2023;DrearyWeary;DrearyWeary;No reviews;('Action', 'Indie');16;Dual elevation horizontal 2D arcade shoot 'em up co-op helicopter action!
2285180;Dream Catcher;https://store.steampowered.com/app/2285180/Dream_Catcher;Game;2,99€;No discount;3 Jul, 2023;Indigoblin;None;('Positive', '14', '100%');('Adventure', 'RPG', 'Strategy', 'Early Access');25;Find over 70 unique monsters to battle, collect and raise. Your monsters will go through a branching path of evolutions to help you explore a dream-like open world. Let your dreams become a reality or look for a way out.
2323780;Elodya;https://store.steampowered.com/app/2323780/Elodya;Game;Free;No discount;To be announced;Le Fruit Studios;Le Fruit Studios;No reviews;('Action', 'Adventure', 'Indie', 'RPG', 'Early Access');No achievements;Explore, craft, fight! Uncover the mysteries of the continent of Elodya by meeting interesting characters, completing quests, upgrading your gear and defeating tough bosses!
2326410;One Flag: A 2D Puzzle-Platformer;https://store.steampowered.com/app/2326410/One_Flag_A_2D_PuzzlePlatformer;Game;1,99€;No discount;28 Apr, 2023;Felipe Barisson Marques;Felipe Barisson Marques;No reviews;('Casual', 'Indie');3;Think smart and run fast! A clever puzzle-platformer where you must solve how to reach all flags quickly before it is too late. You will learn how to arrange the elements of each level into a path for you to rush through and secure the last flag just in time.
2225430;V-Hunter Puzzler Dx;https://store.steampowered.com/app/2225430/VHunter_Puzzler_Dx;Game;2,99€;No discount;15 May, 2023;Yatch Studios;Yatch Studios;('Positive', '11', '90%');('Action', 'Indie', 'Strategy');9;Hunt a plethora of monsters using unique items in a dynamic turn-based grid puzzler! Complete the bite-sized levels in as few turns as possible and help V-Hunter defeat the evil vampire Alric!
2325040;DETUNED;https://store.steampowered.com/app/2325040/DETUNED;Game;5,89€;No discount;15 Jul, 2023;ApeHardware;ApeHardware;('Positive', '11', '100%');('Adventure', 'Indie');No achievements;An eerie anti-rhythm hiden-object roguelike. Avoid a procedurally generated song. Look for pearls in a surreal wonderland. Experience hyperacusis from the comfort of your seat.
2330250;MemoryWonderland:Bond;https://store.steampowered.com/app/2330250/MemoryWonderlandBond;Game;Free;No discount;Coming soon;月光小镇;月光小镇;No reviews;('Adventure', 'Indie', 'RPG', 'Strategy');No achievements;This game is a maze exploration RPG that combines features such as strategic combat, puzzle-solving adventure, collectibles, and emotional storylines to provide an engaging gaming experience with beautiful scenery.
2332050;As Talk As Walk Wayfarer Team - Land of Music;https://store.steampowered.com/app/2332050/As_Talk_As_Walk_Wayfarer_Team__Land_of_Music;Game;0,99€;No discount;13 Mar, 2023;HeQingHill Game Studio;HeQingHill Game Studio;No reviews;('Adventure', 'Casual', 'Indie');No achievements;A adventure game. Wayfarer Team, received the princess of the Land of Music invitation, set foot on an unknown adventure.
2330640;Tiny Tied;https://store.steampowered.com/app/2330640/Tiny_Tied;Game;Free;No discount;To be announced;Merpui;Merpui;No reviews;('Indie', 'RPG');No achievements;A tiny journey where every action has consequences.
2337990;Kohlrabi Starship;https://store.steampowered.com/app/2337990/Kohlrabi_Starship;Game;Free;No discount;To be announced;Whimsical Wolff Games;Whimsical Wolff Games;No reviews;('Indie', 'RPG', 'Simulation');No achievements;Kohlrabi Starship is a cozy farming game with space travel. Fly your very own greenhouse spacecraft and discover mysterious planets. Put on your gardening gloves, make friends with animals, fall in love, and slowly turn your desert home planet into a thriving ecosystem.
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
1919900;Dreamed Away;https://store.steampowered.com/app/1919900/Dreamed_Away;Game;Free;No discount;Q1 2025;Nicolas Petton;Pineapple Works;No reviews;('Action', 'Adventure', 'Indie', 'RPG');No achievements;Dreamed Away is an emotional action-adventure RPG with psychological horror elements. Play as Théo, a boy lost in a dark, mysterious world. Explore a unique reality, duel against darkness in a unique, fast paced combat system and mind your choices.
1967030;长夜分殊行;https://store.steampowered.com/app/1967030/_;Game;Free;No discount;2024;Dehist Games;Dehist Games;No reviews;('Adventure', 'Casual', 'Indie', 'Strategy');No achievements;这是一款剧情解谜游戏。五星经天日，长夜分殊行。神秘的声音为什么在脑海回响，神秘的女子带来了怎样的讯息，神秘的境界中虚实难辨、尽是难解的谜团，神秘的人又该如何一一破解？
None;None;None;None;Free;No discount;None;None;None;No reviews;();No achievements;Steam is the ultimate destination for playing, discussing, and creating games.
2351200;Producer Tycoon;https://store.steampowered.com/app/2351200/Producer_Tycoon;Game;4,92€;No discount;9 Apr, 2023;DaQueen;DaQueen;No reviews;('Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access');10;In Producer Tycoon you start your career as a novice music producer. Sign contracts and market yourself to gain money and fans. Upgrade your equipment and studio to produce better music. Aim to rank above the top artists
2353580;Creatures on island;https://store.steampowered.com/app/2353580/Creatures_on_island;Game;Free;No discount;Q4 2024;孤狼;孤狼;No reviews;('Casual', 'Indie', 'Strategy');No achievements;A self-propelled chess strategy game with biological collection and map management.
2302320;Poke ALL Toads;https://store.steampowered.com/app/2302320/Poke_ALL_Toads;Game;Free;No discount;2024;SpaceMatra;SpaceMatra;No reviews;('Indie',);No achievements;A puzzle game starring mischievous fairies. Complete levels by working as a team, operating dangerous machinery and manipulating local wildlife.
